post_id,one_comment_id,author,content,time,ip
8,14,"闪光的荷鲁斯
",SVO！[doge],25-10-15,来自北京
8,15,"用户6465087885
",想多了，塔目前不会越境物理攻击轰炸，老板不少是福建某些特定地区的人，在福建该特定地区地扒了他们祖坟就行。[捂嘴哭],25-10-15,来自山东
2,0,哈柒八嗒 ：这次好像没有贴亲亲,,今天13:57,无
2,0,AphronaZ ：她这表情总觉得不太自然,,今天17:26,无
2,0,扔人堆里找不到的闲人 ：又有一个可以敲寡妇门的理由，机会是积极创造来的！,,今天15:48,无
2,0,lidjepjfg ：笑的好开心呀,,今天11:25,无
2,0,皮皮懵 ：我怀疑这老嫂子和川子得有一腿,,今天11:14,无
1,1,,[喵喵],,
3,1,,,,
3,2,,[吃瓜],,
3,3,"无限循环智慧
",最佳选择就是美资占比超25%的全部用中国造的船,25-10-14,来自上海
3,4,"晴天桜花
",这是不是变相利好中国造船[doge],25-10-14,来自广东
3,5,"用户7947696775
",美国关联的船舶公司用非中国的船，走中美航线，两头收费，如果用中国的船，只收一次，高明啊,25-10-14,来自福建
3,6,"用户7797295078
",前阵子，小西八还在欢呼本国造船业的机会来了，不知道他们现在怎么报道的[doge],25-10-14,来自广西
1,1,,[流鼻血],,
1,2,,,,
1,3,,[抱一抱],,
1,4,,,,
1,5,"手机用户3137141862
",吓我唔到噶，幻觉来噶姐[笑cry],25-10-15,来自广东
1,6,"阿蒙今天也在星空傲游呢
",这台词有点熟悉啊[允悲],25-10-15,来自四川
1,7,"龍亢之象
",贝雨庵[允悲],25-10-15,来自浙江
1,8,"Hayashi_星星
",世界减美国,25-10-15,来自浙江
1,9,"海猴梓
",老鲍说过几个月准备停止缩表了,25-10-15,来自山西
1,10,"不抽烟的烟嗓
",他们会主动挂钩[doge],25-10-15,来自四川
1,11,"风过江南63007
",就像当当离婚案 李国庆说感情破裂 俞渝说没有破裂 昨天还给我送蘑菇呢 不离,25-10-15,来自四川
1,12,"高维矢量
",克莱登大学💊,25-10-15,来自北京
1,13,"恰芳菲梦
",它们现在才看明白，中国是真的在脱钩。。。慌了。。。,25-10-15,来自加拿大
1,14,"一枕清风伴海晏
",真的吗我不信,25-10-15,来自广东
1,15,"喝醉酒的老花猫
",哈哈哈,25-10-15,来自广东
1,16,"攒钱买耗子
",任何困难都吓不倒英雄的美国人民？,25-10-15,来自北京
1,17,"sj2wk-wk2sj
",现在不是你想不想脱钩的问题，是我想脱不脱钩的问题[笑而不语],25-10-15,来自辽宁
1,18,"赛博-钓鱼佬
",冷知识：我们对美贸易进口前7个月已经降低到小于10%了,25-10-15,来自四川
1,19,"橋盫
",燕子！你别走啊燕子！[笑cry],25-10-15,来自江苏
1,20,"10次婉拒迪丽热巴
",一开始他还稍微老实点，现在也是近墨者黑，经常大放厥词，今天居然连老中这样是与全世界为敌，要拖慢世界经济发展这种屁话都蹦出来了[无聊],25-10-15,来自广东
1,1,"虚心实腹可长生
",华尔街既然管不好它的狗，那我们就把华尔街的饭锅给砸了，看它紧张不紧张！[嘻嘻],25-10-13,来自山东
1,2,"作手秀
",15号，他会更加崩溃,25-10-13,来自广东
1,3,"腐草之荧光不及天心之皓月
",taco内心很有成就：自己掌握了呼风唤雨的能力，一个喷嚏就能让世界感受山摇海啸,25-10-13,来自四川
1,4,"春夏秋冬一年过完
",干草叉没有用,25-10-13,来自浙江
1,5,"雨歇东山天外兮
",越来越发现川普同志真的是友军。,25-10-13,来自北京
1,6,"凡视无常
",谈？可以谈 但是价码可不一样了嗷,25-10-13,来自福建
1,7,"洁白59571
",咬人的狗不叫唤，叫唤的狗不敢咬人,25-10-13,来自江苏
1,8,"adx1729
",[兔子],25-10-13,来自上海
1,9,"BunnyLike
",请理性认识新规，接受新规，执行新规吧[鄙视],25-10-13,来自北京
1,10,"银河萌宠
",特离谱赢学入脑，虚空造牌上瘾,25-10-13,来自云南
1,11,"谐贱闯江湖
",操纵股市搞点钱算了[doge],25-10-13,来自湖南
1,12,"一路微光1658
",魏！东！凯！[嘻嘻],25-10-13,来自北京
1,13,"云间绵诺
",一松手xxn又要跟你撒泼打滚了[挖鼻],25-10-13,来自上海
1,14,"吃葡萄不吃花生仁
",甚至加税都不如之前力度大。。。,25-10-13,来自北京
1,15,"呜哈哈又哈
",“你讲道理呀，干嘛动手啊”,25-10-13,来自四川
1,16,"海猴梓
",我觉得不能看他们说什么，美国实质上温水煮青蛙了，先是说一个很高的壁垒，然后实际上给了一个相对低的。然后全球许多人普遍对这个没感觉甚至忽视了还有百分之二十左右的关税，但是实际上保护主义越演越烈。,25-10-13,来自山西
1,17,"famines
",没有熔断没意思[doge],25-10-13,来自广东
1,18,"简jane-sxx
",4月份的那记耳光还没让他长记性，那就只能用拳头招呼了。啧，不愧是懂王，待遇就是不一样，赢麻了！[doge],25-10-13,来自江苏
1,19,海阔的blog,赚钱嘛，不寒碜[doge],25-10-13,来自浙江
1,20,"无敌武装直升机
",川宝：不急不急，等我先去埃及来一次3000年的大赢再说,25-10-13,来自上海
1,21,"大脑袋和小胖
",抛售美债换黄金,25-10-13,来自北京
2,1,,,,
2,2,,,,
2,3,,[doge],,
2,4,"黄昏灯塔美利坚
",哪壶不开提哪壶是吧[怒],25-10-14,来自浙江
2,5,"嘻嘻or_不嘻嘻
",战场上拿不到的 桌上也不会有,25-10-14,来自江苏
2,6,小赵不说事,峰会开始前，我有点酸…但是看完这场秀之后，不酸了，吐完了搞得跟颁奖典礼一样，尼玛，加沙死伤20万，会议主题到底是什么啊[挖鼻],25-10-15,来自上海
2,7,"铺信扬正
",[doge],25-10-14,来自四川
2,8,"大連丁子
",老仙还不气的跳恒河[摊手],25-10-14,来自日本
2,9,"知味V品香
",[吃瓜],25-10-14,来自上海
2,10,"南安卿久久
",马克虫呢？[偷笑],25-10-14,来自四川
2,11,"搬家累_租房烦
",阿三变七哥了[二哈],25-10-15,来自广东
2,12,NixisiaCo,哈哈哈哈哈，是7架哦，md，他们怎么小丑成这样啊。,25-10-14,来自湖南
2,13,"随便搞搞齐
",“这些人太坏了”,25-10-14,来自江苏
2,14,"熏师傅爱小美
",斯塔默五味杂陈的陪着尬笑，法兰西还能做灰机，带英连机翅膀都不会做了[微笑],25-10-14,来自湖北
1,1,,[笑cry],,
1,2,,,,
1,3,,[doge],,
1,4,,[笑cry],,
1,5,,,,
1,6,"T8H6YY
",这个时候的老特，最喜欢表扬[嘻嘻],25-10-14,来自辽宁
1,7,"老渔夫乄
",后面梅洛尼嘴都撅起来了[doge],25-10-14,来自江苏
1,8,"用户7955724880
",都知道特不靠谱是啥德行，喜欢戴高帽子。[允悲],25-10-14,来自江苏
1,9,"关山熊G
",比小泽懂人情世故[doge],25-10-14,来自浙江
1,10,"好看的钓鱼佬
",梅洛尼的表情真的belike：oh boys[doge],25-10-14,来自上海
1,11,"哪会怕有一天只你共我14970
",把懂王感动的嘴巴都嘟起来了,25-10-14,来自广东
1,12,"GPTUTU
",你没有这个实力，你能和平？这是特朗普给的？,25-10-14,来自上海
1,13,"zzzz1
",巴有点飘了。,25-10-14,来自江苏
1,14,"Label_Wang
",对哦对哦[流汗],25-10-14,来自上海
1,15,熊爸202301,川胖子听得很认真[笑cry],25-10-15,来自上海
1,16,"亟兮般若
",[允悲],25-10-15,来自福建
1,17,"用户7723557324
",后面捂嘴的那个大狮子是梅洛尼么,25-10-14,来自北京
1,18,"Smile_if
",[允悲],25-10-14,来自云南
1,19,"新时代赫赫战歌
",会溜须拍马[允悲],25-10-14,来自山西
1,20,"心安的理由就是你
",哈哈哈，必须狠狠的夸，老特爱听[允悲],25-10-14,来自广东
1,21,"荒诞bu经91940
",两个粪坑，就算毁灭了又能怎么样,25-10-15,来自云南
1,22,"蒲草猫儿
",嘴甜，身段柔軟(和卢旺达一样)[二哈],25-10-14,来自广东
2,0,反诈先锋阿森 ：愿天下不在战争,,今天00:05,无
2,0,反诈先锋阿森 ：自己强大才可以,,今天00:05,无
2,0,反诈阿森 ：精彩绝伦演讲！,,今天00:24,无
2,0,反诈阿森 ：愿世界和平,,今天00:24,无
3,1,"如实加honey
",淘宝链接在哪里？！,25-10-14,来自上海
3,1,"Stalino_41
",懂王非常认同哈马斯维持“战后”加沙城治安的手段并想到了西大那些不听他话的市长们。,25-10-15,来自江苏
3,2,"_羽中_
",仿佛一个初三皮蛋做电学实验：乱接线乱亮灯[哈哈],25-10-15,来自北京
3,3,"一马平川阔步前行
",美国本性确实慕强，对巴基斯坦和巴勒斯坦都是如此。哈马斯坚持斗争两年已经让特朗普对以色列的态度出现了不小的动摇。,25-10-15,来自辽宁
2,0,euniun ：来战！,,10月14日 19:41,无
2,0,"评论罗伯特
：哈哈，你分享的猫咪日常太逗了，能感受到你对生活的热爱和幽默感！宠物总是能给我们带来这么多欢乐。",,10月14日 17:04,无
3,1,"網球排球比賽博主
",周围的人都无动于衷 不关我的事,25-10-13,来自湖南
3,2,"逃禅和煮石
",瘪三也敢豪横，玛德,25-10-13,来自上海
3,3,"網球排球比賽博主
",支持新加坡印度化,25-10-13,来自湖南
3,4,"喜欢玩莫甘娜和露露LOL
",哈哈哈，为啥这新闻这么好笑呢,25-10-13,来自重庆
3,5,"投资研究赵师兄
",他很自然认为新加坡是他们印度人的,25-10-14,来自北京
3,6,蕉桩大虾,为什么不骂回去？,25-10-13,来自广东
3,7,"筋斗云202405
",印度人要殖民坡县了[允悲],25-10-14,来自山东
3,8,酷酷玛噜2010,上次有个女的在新加坡医院骂护士，最后被怎么处罚来着？,25-10-14,来自贵州
3,9,"夷州电锯宰蛙狂魔
",咖喱味很浓啊,25-10-13,来自黑龙江
3,10,"幼熙sandy
",是印度人的国家。真不错[doge],25-10-13,来自河北
3,11,"太平洋的牧师
",很简单，看着他，捏着鼻子喊好臭～[doge],25-10-13,来自江苏
3,12,阳台族阿凯,不是坡县印度人这就是一个新加坡人，新加坡人不管黄皮白皮黑皮都反华,25-10-13,来自广东
3,13,"o大已巴狼o
",新加坡以后会是一个印度人国家[允悲],25-10-13,来自江苏
3,14,一口-吃不成-胖子,坐等新加坡印度人成为主要人口[doge],25-10-13,来自浙江
3,15,"kimwnog
",拍视频的那个一句话都没回？,25-10-13,来自广东
3,16,,,,
3,17,"哲学家孙笑川
",内心毫无波澜，甚至还有点想笑[doge],25-10-14,来自柬埔寨
3,18,"公知懂個球
",印度人回印度吗？,25-10-13,来自广东
1,0,辰风81 ：,,今天09:23,无
4,1,用户7453288180,哦！那就看实力呗，话说太满不好。,25-10-15,来自吉林
4,2,一台老车old,某刀说丫说的对[嘻嘻],25-10-15,来自北京
4,3,1950的梦,只剩嘴炮,25-10-15,来自北京
4,4,Maitianswz,每天喊口号吗？有用吗？[允悲],25-10-15,来自上海
4,5,"用户7999496775
",光吹牛没有用，你的实力都被你吹到阎王爷它们家去了。,25-10-15,来自安徽
4,6,"猪叔养鸡
",那傻[允悲],25-10-15,来自广西
4,7,奇迹之海海海,也没人拦着你们啊？,25-10-15,来自四川
4,8,"RC加菲爱肉卷
",反正嘴炮没输过,25-10-15,来自上海
4,9,"莫克莫不可
",“谁控制了太空，谁就控制了世界。”装都不装了。整个世界都要控制，都要当它的奴仆。,25-10-15,来自辽宁
4,10,"飞棉花絮
",美国宇航局还有存在必要嘛,25-10-15,来自浙江
4,11,"AvanworldVIP
",天天换掌控这儿控制哪儿的，醒醒吧,25-10-15,来自上海
4,12,SineWayQuantoLab,美国天天都在吹嘘自己，而我们呢？自己在黑自己[允悲],25-10-15,来自上海
4,13,爱茉茉茉茉茉茉,连独立建空间站的能力都没有，还BB,25-10-15,来自广西
1,1,,[心],,
1,2,biostudy-pa,这个是巴奸！,25-10-15,来自北京
1,3,用户7808143524,看过他的纪录片，是有自己原则的一个人,25-10-15,来自浙江
1,4,"南北绿豆
",小战狼[doge],25-10-14,来自广东
1,5,"颜霸老子能骂遍你祖宗十九代少惹
",他跟他爹虽然属于不同的阵营，但绝对是一路货色。最不该留的就是他们父子这种[doge],25-10-15,来自北京
1,6,"孙兆兴SZX
",[心],25-10-15,来自山东
1,7,"识谷拾谷食谷者慧
",这下三白眼，都不用听他说啥了,25-10-15,来自上海
1,8,悲灬催,在看着提示器读吗？,25-10-15,来自河南
1,9,"ME7years
",这人说的没错,25-10-15,来自上海
1,10,"可怕啊动动脑子吧
",把加沙人全都赶到海里就ok啦[嘻嘻],25-10-15,来自广东
1,11,用户7984865171,历史上从来就没有巴勒斯坦国。也没有巴人，二战前这里属于英国殖民地，一战前属于奥斯曼帝国，再往前属于阿拉伯帝国，再往前属波斯帝国，犹太国。二战后犹太复国，周围阿拉伯国家不服，发起第一次战争，埃及认为巴属于埃及领土，约旦认为属于自己。阿拉伯人也不认为巴是一个国家。从头到尾都是伪命题,25-10-15,来自河北
1,12,"第xyz用户
",除恶务尽，老祖宗的智慧。,25-10-14,来自北京
1,13,"沪上一只狼
",执念了？,25-10-14,来自上海
1,14,"用户9148410265
",内坦尼亚胡就是这么想的。 所以答应把上万哈马斯囚犯放了。 毕竟在监狱里杀不好，放出去杀就好多了。,25-10-15,来自江苏
1,15,"A前瞻国际潘云摆
",很有预见性。,25-10-15,来自四川
1,16,"用户6537167319
",这个说法似曾相识[嘻嘻],25-10-14,来自陕西
5,1,芙洛拉女王大人3377,至于吗？济州岛那么小的一个地方。用脚都走完了。,25-10-15,来自浙江
5,2,"微博旅行家
",2025年#微博旅行家#全新启程！带#微博旅行家#及活动子话题发布原创旅行内容，分享旅行体验，将有机会获得现金激励及海量资源扶持，立即参与>> 网页链接,25-10-15,来自北京
5,3,"莫其少年
",丢完脸也值，挑战勇敢面对困难,25-10-15,来自广东
5,4,L0L丹儿,自尊心全用在韩国之旅，经历要面对挑战，难忘的旅程,25-10-15,来自浙江
5,5,"他师哥A爆了
",勇敢面对挑战，这是一次难忘的冒险,25-10-15,来自河南
5,6,"man6068_739
",勇敢就好呀别太介意别人的眼光💖🚩💪,25-10-15,来自河北
5,7,Jayhch,转发微博,25-10-15,来自山东
5,8,"yuyue993
",勇气可嘉！没准备也有新经历！🌟👐 #勇闯济州之旅#,25-10-15,来自陕西
5,9,"zero94775
",韩国之旅出错了，但反而是珍贵的经历,25-10-15,来自浙江
5,10,"婺星视频
",手机不会翻译吗[笑cry],25-10-15,来自浙江
5,11,sulodusi2,江苏的土包子,25-10-15,来自河南
5,12,king-lft,女子自尊心丧失，勇闯济州岛尴尬丢脸，认可其勇气,25-10-15,来自福建
5,13,KeepWalking_-_-_,在中国也算不上吧。。,25-10-15,来自广东
2,1,"中国聪明一休
",谢谢分享！[作揖],25-10-15,来自福建
2,2,"Redbull918之六
",感谢博主[作揖],25-10-15,来自北京
2,3,"八分一寸
",世界越来越不太平，买点黄金比较保险,25-10-15,来自江苏
2,4,"人来人往高处走2023
",[赞],25-10-15,来自广东
2,5,"渝儿1838_218
",转发微博,25-10-15,来自重庆
2,6,浙江江南2000,转发微博,25-10-15,来自北京
2,7,"真正北京读书人
",打牌而已,25-10-15,来自北京
2,8,"半桶水哗啦啦
",长臂管辖确实离谱,25-10-15,来自广东
2,9,观水听涛2015,丛林法则而已，本来这个世界就是以丛林法则为主导的规则下在运行，只是加以表面粉饰一下，伪装一下罢了,25-10-15,来自山东
2,1,"齐河律师
",一个人。,25-10-15,来自山东
2,2,Carpediemcapturetheday,身体太牛逼了,25-10-14,来自辽宁
2,3,爱吃饺子的珠佩奇,这次TRUMP总统主持的峰会真的风趣又隆重埃及出动战机🛫 护卫呢[拳头],25-10-15,来自吉林
2,4,天子殿下001,连灯都没有,25-10-15,来自山东
2,5,笛优的爬山虎,平安回家[good],25-10-14,来自甘肃
2,6,camphor_tree1,安全了[鲜花],25-10-14,来自福建
2,7,别想搞事,[拳头],25-10-14,来自江苏
2,8,周日烤蛋糕,平安回家了[心],25-10-14,来自加拿大
2,9,"ME7years
",铁人[赞],25-10-14,来自上海
2,10,爱吃饺子的珠佩奇,当然啦那必须安全回到白宫呀访问以色列和参加埃及20国峰会TRUMP总统这次出行真的超级有派帅帅哒♥[拳头],25-10-15,来自吉林
2,11,Fight2025,朱利安尼市长和卡森博士的自由勋章，是不是也会同一天颁发？[太开心],25-10-14,来自江西
2,12,看见伯沙撒末日,伟大的总统,25-10-15,来自云南
6,1,,,,
6,2,,,,
6,3,,,,
6,4,,[doge],,
6,5,南宫璃火,这是要步苏联的后撤吗？,25-10-14,来自广东
6,6,较瘦叫兽回忆录,我也是醉了！这是美国的审美观鹅化了么？,25-10-14,来自福建
6,7,Nodens,光荣[doge],25-10-14,来自广东
6,8,夏影1127,博物馆账号而已,25-10-14,来自河南
6,9,爱吃饺子的珠佩奇,🌊海豹突击队博物馆耶✨[收到],25-10-14,来自吉林
6,10,用户7328971123,美国人现在改迷信大舰巨炮了，但是选的型号不太吉利。或许是在阴阳川普通俄?,25-10-14,来自江苏
6,11,尼古拉斯妖琳,天啊老美海军规模现在好歹也独步天下，这么多航母偏偏就选了张苏联船做海报[允悲],25-10-15,来自广西
6,12,燕山狂客,毛里毛气[doge],25-10-15,来自北京
6,13,核平日韩越印菲,复古，还复别人家的古[笑而不语],25-10-15,来自广西
6,14,星河乐章MU,[哈哈],25-10-15,来自北京
6,15,树上七个猴老师,我滴妈耶，这不是光荣级巡洋舰嘛。[点赞],25-10-15,来自北京
6,16,向上生产力,太光荣了[doge],25-10-14,来自北京
6,17,啡咖和草烟,哈哈哈哈哈哈,25-10-14,来自北京
6,18,"睡着了就不困啦
",故意的，四等人要杀了海军的航母,25-10-14,来自山东
6,19,"去海边看山
",光荣的海豹突击队[允悲],25-10-15,来自山东
6,20,"夹总惹不起
",光荣啊。,25-10-14,来自北京
6,21,黄河船夫_群众,光荣的250。,25-10-14,来自北京
7,1,"JANNNNNNNNE
",为什么飞的晃晃悠悠[允悲],25-10-14,来自浙江
7,2,"酒酿栗子球
",他为什么要被美国飞机吓一跳。。。,25-10-14,来自浙江
7,3,"紫阳山民_ZHQ
",没挂弹，不开心,25-10-14,来自上海
7,4,"搬家累_租房烦
",好害怕自己去美国当总统也会有点像懂王,25-10-15,来自广东
7,5,Mr肥肥鱼,[doge],25-10-14,来自广东
7,6,"泰拉骠骑校尉鸡斯坦丁
",埃及军队有收集癖，五常军械都要来点[doge],25-10-14,来自浙江
7,7,"soapsoapsoap
",注意看梅洛尼的表情和肢体语言[doge],25-10-14,来自上海
7,8,"服务器前众生平等
",图二下面这机翼和引擎是啥飞机，认不出来,25-10-14,来自浙江
1,0,正而广之 ：猪肉龙有日子没露面了，也不知吃鸡去了还是被鸡吃了,,10月13日 19:30,无
1,0,标歌photo ：应该找不到原来的家了,,10月13日 17:25,无
3,1,用户7965152163,没有关系，继续等待，需要让民众了解真相到底是怎么回事，这需要一些时间，一切都在特朗普的掌握之中，时候到了，特朗普必然会重拳出击，击败左邪，,25-10-15,来自上海
3,2,用户7942165569,叛国罪抓起来,25-10-15,来自江西
3,3,风大雨细,继续停就完事了，抓紧清理那些民主党走狗,25-10-15,来自广东
3,4,三星王二, bipartisan agreement to shutdown,25-10-15,来自上海
3,5,"魏晋风度2025
",[赞],25-10-15,来自云南
3,6,baby-pig0429_939,川普应该学学叶利钦！直接解散国会，把这些为了反对而反对的全部软起来,25-10-15,来自四川
3,7,看见伯沙撒末日,是的,25-10-15,来自云南
3,8,未知de选择,事情已经走向完全对立，民主党知道自己大势已去，反正已经输了，那就使劲折腾，最差也就是继续输下去，无所谓。,25-10-15,来自广东
4,1,"伊修加德装弹工
",现在能有就不错了,25-10-14,来自广西
4,2,"三俗小胖V
",援助终于可以进去了！,25-10-14,来自河北
4,3,"冬之死灵
",目前还能有240W吗，后续哪来靠谱的统计了[思考],25-10-14,来自上海
4,4,"阳小龙厨
",现在援助随便进了吗？还会不会被以色列卡一道？,25-10-14,来自广东
2,1,"科学文化郑军
",马保国：没错，是我传过去的[挤眼],25-10-15,来自北京
2,2,"嗨来吧来吧努力奋斗吧
",[笑cry],25-10-14,来自四川
2,3,"Jason-武林高手
",哒，哒，哒哒，哒哒哒……[允悲],25-10-14,来自上海
2,4,"工资增长语录
",中国有多少东西是西方诺贝尔科学家没能力弄懂的,25-10-14,来自广东
2,5,"壹碞難盡
",最后一个桀骜不驯的小子没想到也堕落了。[doge],25-10-14,来自四川
2,6,"唯物主义才是神
",美军需要这样的人,25-10-14,来自内蒙古
2,7,"孔夫郎先生
",[嘻嘻],25-10-14,来自广东
2,8,易水犹寒85,不再接一套闪电五连鞭吗,25-10-14,来自山东
2,9,"全是侥幸啊
",[哈哈],25-10-15,来自福建
2,10,"种花小能手噢
",没想到美国这么堕落了…,25-10-15,来自上海
2,11,"月下孤冢
",气氛都到这了 不推销点保健品说不过去吧[doge],25-10-14,来自山东
3,1,"微辣酱爆兔
",这口味也太另类了吧，日本宅男真是奇葩,25-10-14,来自福建
3,2,"义乌网事
",原来是日本，那就没问题了[喵喵],25-10-14,来自浙江
3,3,宏腾love,日本的恶搞文化太另类了，有点超乎想象,25-10-14,来自湖南
3,4,"man6068_739
",这简直是反常识又重口的行为😡别再传播了!,25-10-14,来自河北
3,5,sooooohard,好恶心把他们变回动物吧。。。。。[泪奔],25-10-15,来自陕西
3,6,"热火的鱼_836
",恶搞旋转寿司趣味十足，日本宅男挑食模式令人难以理解,25-10-14,来自浙江
3,7,"草灯鸭
",额，，，，精神压力真大,25-10-15,来自上海
3,8,"婺星视频
",真恶心呀,25-10-14,来自浙江
3,9,"寒冰绵掌残粉
",挑食也是一种享受，尝试新奇美食挺有意思的,25-10-14,来自江西
3,10,"Yofaye_truelove
",一看是日本…那就不用觉得恶心了…很恶心的不知道还有多少呢😂😂😂,25-10-15,来自云南
1,0,伦敦路的虎先锋 ：阿联酋：但也不是冤大头,,10月14日 09:24,无
1,0,于一切眼中看见 ：川普想搞钱想疯了，外交场合开始自言自语了,,今天06:15,无
1,0,"Michel_Min
：",,10月14日 10:57,无
1,0,春胡胡 ：,,10月14日 15:09,无
2,0,粉红花的微博 ：本该如此，自力更生，成本更低。,,今天09:42,无
4,1,"一方苔
",高端的猎手往往以猎物的形式出现[喵喵],25-10-14,来自江苏
4,2,"虎眼流星2
",嗯？https://wx1.sinaimg.cn/orj360/008rZtgbgy1i6d1k1fz52j30br0cptc1.jpg,25-10-15,来自浙江
4,3,淩清澔暉,笑si我了[笑cry],25-10-14,来自中国台湾
4,4,坚强小牛吃薯片,鬼佬真会玩[嘻嘻],25-10-14,来自广东
4,5,来四杯奶茶,笨蛋猫猫[笑cry],25-10-15,来自四川
4,6,"-AUW锦鲤-
",没一个罐头这事过不去[doge],25-10-14,来自新疆
4,7,茶余饭后露天小花园,又被杰瑞涮了吧！[汤姆],25-10-14,来自陕西
4,8,"三人行-KOP
", @SherlocKhadgar[笑cry],25-10-15,来自澳大利亚
1,0,alwaysping ：,,10月14日 14:16,无
1,0,伊丽莎白_米修 ：太好了,,10月13日 19:41,无
3,0,"一休backed-3
：挪威和平奖没敢说，就是这些事件上🈶️争议",,今天12:50,无
2,0,海清子1 ：美国就是恶魔,,10月14日 18:02,无
2,0,"Reyk_30
：打醒？？问题是现在都5025年了，波斯猫🐱像醒了吗？！还**跟只病猫一样！",,今天08:59,无
2,0,Aaron_Bushnell ：没有美国的武器补给，以色列当然是打不赢伊朗的,,10月14日 22:32,无
2,0,阿oyzwhn ：很好,,10月14日 17:07,无
2,0,用户5662142887 ：右边那个好像是个亲俄派，他每次上视频都是俄罗斯赢赢赢。,,10月14日 23:51,无
2,0,素玄真 ：分析的很好，讲了很多细节，深入，透彻,,今天01:55,无
4,1,还是那个无聊的人,这是把以色列屠杀平民的锅甩给建国同学啊,25-10-14,来自北京
4,2,初夏荷芯,它是又当又立，想讨好白左又不敢得罪犹太资本，只说“扪心自问”不敢开骂bibi ，环保少女是真正的勇者，她是真的敢说敢做敢当敢骂！[弱],25-10-14,来自广西
4,3,"掐自己一算
",驴象一路货色，没一个好饼,25-10-14,来自辽宁
4,4,"盛怒的羔羊
",「什么叫“我们所有人都该退一步扪心自问”，你可是时任美国副总统，这事明明是在你任内爆发的，你怎么说得跟局外人似的。」象党小人，驴党虚伪。,25-10-14,来自广东
4,5,"用户7639048864
",听君一席话如听一席话啊[赞],25-10-14,来自北京
4,6,"限量贩售ing
",一路货色,25-10-14,来自四川
4,7,"COLOURDRAGON
",因为不是人，所以也不是局中人，发言也不像人[无聊],25-10-14,来自上海
4,8,唐宝氚,哈哈哈不直接的說，就是因為知道直接的開駡魷魚，只會像殖人在X上作死一樣，最後被封。[摊手],25-10-14,来自中国香港
4,9,"剥瓜子小能手
",对于美国职业政客，任何期待都是不值得的，[柯基],25-10-14,来自福建
4,10,"平和的你最健康
",以色列就是用你们给的武器对加沙进行屠杀，怎么这个时候要“扪心自问”“诚实面对”？！不会是为了反对川普要反犹了吧[doge],25-10-14,来自上海
4,11,"群众鹤颈力
",好久不见[打call],25-10-14,来自浙江
4,12,"东方吹站火擂
",我想说：哈哈哈哈哈哈,25-10-14,来自上海
4,13,"电玩fengfantsay
",美国随便说别人种族灭绝，就不能说鱿鱼,25-10-15,来自广东
4,14,"J_x_M_x_L
",这个主持人很像那个喜剧演员，初看我还以为是什么搞笑节目。。。,25-10-14,来自福建
4,15,"potbelliedbob
",不是，就这几句话还一直低头看稿[允悲],25-10-14,来自北京
4,16,"碉堡侠
",输给川普的人就不要再出来丢人了,25-10-14,来自河南
3,1,"亿周视野
",美西方人形畜生为了一己私利是可以不择手段丧心病狂无恶不作，不以为耻反以为荣的。根源还是它们唯一排他弱肉强食损人利己你死我活的畜生丛林法则核心价值观作祟。这也是它们文明层面上没有进化好的最典型特征和最直接因果，更是它们过去和现在的万恶之源。,25-10-14,来自辽宁
3,2,"枫哥邀我钓鱼
",有热度,25-10-14,来自广东
3,3,"dcdcforever
",认真的说，我国博物馆应该和它们谈谈，把古画暂时交由我们保管，我们象征性的收些保管费就好了。,25-10-14,来自江苏
3,4,"嘟嘟就叨叨
",画不会还手[允悲],25-10-14,来自山东
3,5,"特珑Tromm
",博眼球是重点,25-10-14,来自江苏
3,6,"战台湾
",他们就是石油资本资助的,25-10-14,来自贵州
3,7,"五十弦Anita
",穿什么牛仔裤这种工业产品？应该批树叶或者直接别再刮体毛保持原生态直接裸着。,25-10-14,来自安徽
3,8,"眉豆鲫鱼汤
",西方的环保组织做了那些环保工作呀？,25-10-14,来自云南
3,9,"工资增长语录
",西方的所谓明画都是吹捧出来的,25-10-14,来自广东
5,1,"春风沐雨2025
",一群舔狗，真丢人,25-10-14,来自天津
5,2,"kaola17571
",特朗普的话都是有目的的。,25-10-14,来自北京
5,3,"汉-新息候
",,25-10-14,来自上海
5,4,"LASS撕
",一门心思想着吃对方豆腐[二哈],25-10-14,来自上海
5,5,"日落之声
",这意思是川普是恩公引申一下就是美国主导了加拿大的选举！这民主吗？民主吗？[doge],25-10-14,来自上海
5,6,"水军副都督
",疯批[晕],25-10-14,来自上海
5,7,"Q披着羊皮的羊吃狼
",拜见恩公！[doge],25-10-14,来自福建
5,8,"需_仁
",龙颜大悦[doge],25-10-14,来自广东
5,9,"老的咸菜
",美国再喜提一州[笑cry],25-10-14,来自黑龙江
5,10,"第一距离
",当面称对方州长，真的不是侮辱吗？,25-10-14,来自浙江
3,1,"赏金猎人林登万
",虫豸,25-10-14,来自山东
3,2,"打工牛马a
",先能组阁再说吧,25-10-14,来自内蒙古
3,3,"杜尚啊好玩
",喜剧感,25-10-14,来自广东
3,4,"beta4567五号機
",我已经可以预见我们方丈和小小泉通话时候的样子了[doge],25-10-14,来自重庆
8,1,"熏师傅爱小美
",犹他爵士队❎由他决定对✔️,25-10-14,来自湖北
8,2,"G峰子
",哪个对懂王有利他就选哪个，纳粹的德性,25-10-14,来自广东
